Mod:Item:MetaData, Localized Name
nt:flower_coulters_jewelflower, Coulters Jewel Flower
nt:flower_crassula, Crassula Flower
nt:flower_disa, Disa Flower
nt:flower_distant_scorpionweed, Distant Scorpion Weed Flower
nt:flower_epipogium, Epipogium Flower
nt:flower_fabaceae, Fabaceae Flower
nt:flower_fairy_lily, Fairy Lily Flower
nt:flower_flower_abelia_bot, Abelia Bot Flower
nt:flower_fruit_bot, Fruit Bot Flower
nt:flower_fruit_top, Fruit Top Flower
nt:flower_galanthus, Galanthus Flower
nt:flower_heliotropium, Helioptropium Flower
nt:flower_hellebore, Hellebore Flower
nt:flower_hesperis, Hesperis Flower
nt:flower_impatiens, Impatiens Flower
nt:flower_isolepis, Isolepis Flower
nt:flower_narthecium, Narthecium Flower
nt:flower_neglected_scorpionweed, Neglected Scorpion Weed Flower
nt:flower_nemesia, Nemesia Flower
nt:flower_none_bot, None Bot Flower
nt:flower_none_top, None Top Flower
nt:flower_pink_corydalis, Pink Corydalis Flower
nt:flower_pluchea_glutinosa, Pluchea Glutinosa Flower
nt:flower_psoralea_cataracta, Psoralea Cataracta Flower
nt:flower_psoralea_macrophylla, Psoralea Macrophylla Flower
nt:flower_pueraria, Pueraria Flower
nt:flower_rhanterium, Rhanterium Flower
nt:flower_rorippa, Rorippa Flower
nt:flower_royal_bluebell, Royal Bluebell Flower
nt:flower_rudbeckia_h, Rudbeckia H Flower
nt:flower_sagebrush, Sage Brush Flower
nt:flower_san_angelo_yucca, San Angelo Yucca Flower
nt:flower_sandbog_death_camas, Sandbog Death Camas Flower
nt:flower_snowy_river_westringia, Snowy River Westringia Flower
nt:flower_streblorrhiza, Streblorrhiza Flower
nt:flower_sumatra, Sumatra Flower
nt:flower_thismia, Thismia Flower
nt:flower_trillium, Trillium Flower
nt:flower_veratrum, Veratrum Flower
nt:flower_veronica, Veronica Flower
nt:flower_viola, Viola Flower
nt:flower_weldenia_candida, Weldenia Candida Flower
nt:flower_wild_rice, Wild Rice Flower
nt:flower_yellowroot, Yellowroot Flower
nt:flower_zenobia, Zenobia Flower
nt:flower_olive, Olive Fruit
nt:conifer_sapling_yellow, Yellow Conifer Sapling
nt:conifer_sapling_orange, Orange Conifer Sapling
nt:cherry_sapling_purple, Cherry Sapling
nt:cherry_sapling_white, Cherry Sapling
nt:cherry_sapling_pink, Cherry Sapling
nt:maple_sapling, Maple Sapling
nt:jacaranda_sapling, Jacaranda Sapling
nt:spruce_sapling_red, Red Spruce Sapling
nt:spruce_sapling_blue, Blue Spruce Sapling
nt:oak_sapling_red, Red Oak Sapling
nt:brownautumn_sapling, Autumn Sapling
nt:orangeautumn_sapling, Autumn Sapling
nt:redautumn_sapling, Autumn Sapling
nt:yellowautumn_sapling, Autumn Sapling
nt:paulownia_sapling, Paulownia Sapling
nt:orchard_sapling, White Sapling
nt:whitemyrtle_sapling, White Myrtle Sapling
nt:shrub_sapling_acacia, Acacia Shrub Sapling
nt:shrub_sapling_birch, Birch Shrub Sapling
nt:shrub_sapling_bluespruce, Blue Spruce Shrub Sapling
nt:shrub_sapling_cherrypink, Cherry Shrub Sapling
nt:shrub_sapling_cherrypurple, Cherry Shrub Sapling
nt:shrub_sapling_cherrywhite, Cherry Shrub Sapling
nt:shrub_sapling_coniferorange, Orange Conifer Shrub Sapling
nt:shrub_sapling_coniferyellow, Yellow Conifer Shrub Sapling
nt:shrub_sapling_darkoak, Dark Oak Shrub Sapling
nt:shrub_sapling_jacaranda, Jacaranda Shrub Sapling
nt:shrub_sapling_jungle, Jungle Shrub Sapling
nt:shrub_sapling_maple, Maple Shrub Sapling
nt:shrub_sapling_oak, Oak Shrub Sapling
nt:shrub_sapling_redoak, Red Oak Shrub Sapling
nt:shrub_sapling_redspruce, Red Spruce Shrub Sapling
nt:shrub_sapling_spruce, Spruce Shrub Sapling
nt:sapling_poplar, Poplar Sapling
nt:sapling_tallspruce, Taller Spruce Sapling
nt:white_sand, Sand
nt:white_sandstone, Sandstone
nt:white_sandstone_smooth, Sandstone
nt:white_sandstone_carved, Sandstone
nt:white_sandstone_face, Sandstone
nt:white_sandstone_glyph, Sandstone
nt:cold_sand, Sand
nt:cold_sandstone, Sandstone
nt:cold_sandstone_smooth, Smooth Sandstone
nt:cold_sandstone_carved, Carved Sandstone
nt:cold_sandstone_face, Face Sandstone
nt:cold_sandstone_glyph, Glyph Sandstone
nt:black_sand, Sand
nt:black_sandstone, Sandstone
nt:black_sandstone_smooth, Smooth Sandstone
nt:black_sandstone_carved, Carved Sandstone
nt:black_sandstone_face, Face Sandstone
nt:black_sandstone_glyph, Glyph Sandstone
nt:olivine_sand, Sand
nt:olivine_sandstone, Sandstone
nt:olivine_sandstone_smooth, Smooth Sandstone
nt:olivine_sandstone_carved, Carved Sandstone
nt:olivine_sandstone_face, Face Sandstone
nt:olivine_sandstone_glyph, Glyph Sandstone
nt:pink_sand, Sand
nt:pink_sandstone, Sandstone
nt:pink_sandstone_smooth, Smooth Sandstone
nt:pink_sandstone_carved, Carved Sandstone
nt:pink_sandstone_face, Face Sandstone
nt:pink_sandstone_glyph, Glyph Sandstone
nt:purple_sand, Sand
nt:purple_sandstone, Sandstone
nt:purple_sandstone_smooth, Smooth Sandstone
nt:purple_sandstone_carved, Carved Sandstone
nt:purple_sandstone_face, Face Sandstone
nt:purple_sandstone_glyph, Glyph Sandstone
nt:continental_sand, Sand
nt:continental_sandstone, Sandstone
nt:continental_sandstone_smooth, Smooth Sandstone
nt:continental_sandstone_carved, Carved Sandstone
nt:continental_sandstone_face, Face Sandstone
nt:continental_sandstone_glyph, Glyph Sandstone
nt:iron_sand, Sand
nt:iron_sandstone, Sandstone
nt:iron_sandstone_smooth, Smooth Sandstone
nt:iron_sandstone_carved, Carved Sandstone
nt:iron_sandstone_face, Face Sandstone
nt:iron_sandstone_glyph, Glyph Sandstone
nt:orange_sand, Sand
nt:orange_sandstone, Sandstone
nt:orange_sandstone_smooth, Smooth Sandstone
nt:orange_sandstone_carved, Carved Sandstone
nt:orange_sandstone_face, Face Sandstone
nt:orange_sandstone_glyph, Glyph Sandstone
nt:red_podzol,  Podzol
nt:blue_podzol,  Podzol
paraglider:paraglider:0, Paraglider
primitivemobs:camouflage_dye, Camouflage Dye
primitivemobs:camouflage_helmet, Camouflage Helmet
primitivemobs:camouflage_chestplate, Camouflage Chestplate
primitivemobs:camouflage_boots, Camouflage Boots
primitivemobs:camouflage_leggings, Camouflage Leggings
primitivemobs:dodo, Raw Dodo
primitivemobs:cooked_dodo, Cooked Dodo
primitivemobs:dodo_egg, Dodo Egg
primitivemobs:mimic_orb, Mimic Orb
primitivemobs:goblin_mace, Goblin Mace
primitivemobs:wonder_sap, Wonder Sap
primitivemobs:spider_egg, Spider Egg
primitivemobs:mysteryegg1, Mystery Egg
primitivemobs:mysteryegg2, Mystery Egg
primitivemobs:mysteryegg3, Mystery Egg
primitivemobs:spider_eggshell, Spider Egg Shell
raids:ominous_bottle:0, Ominous Bottle
raids:ominous_bottle:1, Ominous Bottle
raids:ominous_bottle:2, Ominous Bottle
raids:ominous_bottle:3, Ominous Bottle
raids:ominous_bottle:4, Ominous Bottle
rats:cheese, Cheese
rats:raw_rat, Raw Rat
rats:cooked_rat, Cooked Rat
rats:rat_pelt, Rat Pelt
rats:cheese_stick, Cheese Staff
rats:radius_stick, Rat Radius Staff
rats:chef_toque, Chef Toque
rats:rat_flute, Rat Flute
rats:piper_hat, Piper Hat
rats:string_cheese, String Cheese
rats:creative_cheese, Creative Cheese
rats:assorted_vegetables, Assorted Vegetables
rats:rat_burger, Rat Burger
rats:rat_sack, Rat Sack
rats:rat_arrow, Rat on Arrow
rats:rat_capture_net, Rat Capture Net
rats:rat_upgrade_fragment, Rat Upgrade Fragment
rats:feathery_wing, Feathery Wing
rats:dragon_wing, Dragon Wing
rats:plastic_waste, Plastic Waste
rats:raw_plastic, Raw Plastic
rats:contaminated_food, Contaminated Food
rats:purifying_liquid, Purifying Liquid
rats:herb_bundle, Bundle of Sweet-Smelling Herbs
rats:treacle, Old Treacle
rats:plague_leech, Plague Leech
rats:plague_stew, Plague Stew
rats:plague_scythe, Black Death Scythe
rats:plague_tome, Plague Tome
rats:charged_creeper_chunk, Charged Creeper Chunk
rats:rat_igloo_white, White Rat Igloo
rats:rat_igloo_orange, Orange Rat Igloo
rats:rat_igloo_magenta, Magenta Rat Igloo
rats:rat_igloo_light_blue, Light Blue Rat Igloo
rats:rat_igloo_yellow, Yellow Rat Igloo
rats:rat_igloo_lime, Lime Rat Igloo
rats:rat_igloo_pink, Pink Rat Igloo
rats:rat_igloo_gray, Gray Rat Igloo
rats:rat_igloo_silver, Light Gray Rat Igloo
rats:rat_igloo_cyan, Cyan Rat Igloo
rats:rat_igloo_purple, Purple Rat Igloo
rats:rat_igloo_blue, Blue Rat Igloo
rats:rat_igloo_brown, Brown Rat Igloo
rats:rat_igloo_green, Green Rat Igloo
rats:rat_igloo_red, Red Rat Igloo
rats:rat_igloo_black, Black Rat Igloo
rats:rat_water_bottle, Rat Water Bottle
rats:rat_seed_bowl, Rat Seed Bowl
rats:rat_hammock_white, White Rat Hammock
rats:rat_hammock_orange, Orange Rat Hammock
rats:rat_hammock_magenta, Magenta Rat Hammock
rats:rat_hammock_light_blue, Light Blue Rat Hammock
rats:rat_hammock_yellow, Yellow Rat Hammock
rats:rat_hammock_lime, Lime Rat Hammock
rats:rat_hammock_pink, Pink Rat Hammock
rats:rat_hammock_gray, Gray Rat Hammock
rats:rat_hammock_silver, Light Gray Rat Hammock
rats:rat_hammock_cyan, Cyan Rat Hammock
rats:rat_hammock_purple, Purple Rat Hammock
rats:rat_hammock_blue, Blue Rat Hammock
rats:rat_hammock_brown, Brown Rat Hammock
rats:rat_hammock_green, Green Rat Hammock
rats:rat_hammock_red, Red Rat Hammock
rats:rat_hammock_black, Black Rat Hammock
rats:rat_breeding_lantern, Rat Breeding Lantern
rats:confit_byaldi, Confit Byaldi
rats:potato_pancake, Potato Pancake
rats:little_black_squash_balls, Little Black Squash Balls
rats:little_black_worm, Little Black Worm
rats:centipede, Centipede
rats:potato_kinishes, Potato Knishes
rats:tiny_coin, Tiny Coin
rats:token_fragment, Mysterious Token Fragment
rats:token_piece, Mysterious Token Chunk
rats:chunky_cheese_token, Chunky Cheese Token
rats:archeologist_hat, Archeologist Hat
rats:farmer_hat, Farmer Hat
rats:fisherman_hat, Fisherman's Hat
rats:rat_fez, Rat Fez
rats:top_hat, Top Hat
rats:santa_hat, Santa Hat
rats:plague_doctor_mask, Plague Doctor Mask
rats:black_death_mask, Black Death Mask
rats:plague_essence, Plague Essence
rats:plague_doctorate, Plague Doctorate
rats:rat_toga, Rat Toga
rats:ratglove_petals, Ratglove Petals
rats:feral_rat_claw, Feral Rat Claw
rats:feral_bagh_nakhs, Feral Ratlantean Bagh-Nakhs
rats:gem_of_ratlantis, Gem of Ratlantis
rats:arcane_technology, §2Arcane Technology
rats:ancient_sawblade, Ancient Sawblade
rats:ratlantean_flame, Ratlantean Spirit Flame
rats:vial_of_sentience, Vial of Consciousness
rats:psionic_rat_brain, §bPsionic Rat Brain
rats:pirat_hat, Pirat Hat
rats:pirat_cutlass, Pirat Cutlass
rats:cheese_cannonball, Cheese Cannonball
rats:rat_diamond, Rat Diamond
rats:music_disc_mice_on_venus, Music Disc
rats:music_disc_living_mice, Music Disc
rats:idol_of_ratlantis, §aAvatar of Ratlantis
rats:rat_upgrade_basic, Rat Upgrade: Basic
rats:rat_upgrade_creative, Rat Upgrade: Creative
rats:rat_upgrade_speed, Rat Upgrade: Speed
rats:rat_upgrade_replanter, Rat Upgrade: Replanter
rats:rat_upgrade_platter, Rat Upgrade: Platter
rats:rat_upgrade_health, Rat Upgrade: Health
rats:rat_upgrade_armor, Rat Upgrade: Armor
rats:rat_upgrade_strength, Rat Upgrade: Strength
rats:rat_upgrade_warrior, Rat Upgrade: Warrior
rats:rat_upgrade_god, Rat Upgrade: Battle-God
rats:rat_upgrade_chef, Rat Upgrade: Chef
rats:rat_upgrade_crafting, Rat Upgrade: Crafting
rats:rat_upgrade_blacklist, Rat Upgrade: Blacklist
rats:rat_upgrade_whitelist, Rat Upgrade: Whitelist
rats:rat_upgrade_flight, Rat Upgrade: Flight
rats:rat_upgrade_dragon, Rat Upgrade: Dragon
rats:rat_upgrade_aquatic, Rat Upgrade: Aquatic
rats:rat_upgrade_ender, Rat Upgrade: Ender
rats:rat_upgrade_lumberjack, Rat Upgrade: Lumberjack
rats:rat_upgrade_miner, Rat Upgrade: Miner
rats:rat_upgrade_farmer, Rat Upgrade: Planter
rats:rat_upgrade_breeder, Rat Upgrade: Animal Breeder
rats:rat_upgrade_fisherman, Rat Upgrade: Fisherman
rats:rat_upgrade_asbestos, Rat Upgrade: Asbesto-Rat
rats:rat_upgrade_underwater, Rat Upgrade: Extra Breath
rats:rat_upgrade_poison, Rat Upgrade: Potion Resistance
rats:rat_upgrade_damage_protection, Rat Upgrade: Damage Protection
rats:rat_upgrade_jury_rigged, Rat Upgrade: Jury-Rigged
rats:rat_upgrade_ore_doubling, Rat Upgrade: Ore Doubling
rats:rat_upgrade_basic_energy, Rat Upgrade: Basic Energy Transfer
rats:rat_upgrade_advanced_energy, Rat Upgrade: Advanced Energy Transfer
rats:rat_upgrade_elite_energy, Rat Upgrade: Elite Energy Transfer
rats:rat_upgrade_extreme_energy, Rat Upgrade: Extreme Energy Transfer
rats:rat_upgrade_bucket, Rat Upgrade: Bucket
rats:rat_upgrade_big_bucket, Rat Upgrade: Mega-Bucket
rats:rat_upgrade_milker, Rat Upgrade: Milkmaid
rats:rat_upgrade_shears, Rat Upgrade: Shears
rats:rat_upgrade_aristocrat, Rat Upgrade: Aristoc-Rat
rats:rat_upgrade_tnt, Rat Upgrade: TNT
rats:rat_upgrade_tnt_survivor, Rat Upgrade: TNT Expert
rats:rat_upgrade_placer, Rat Upgrade: Block Placer
rats:rat_upgrade_voodoo, Rat Upgrade: Voodoo Doll
rats:rat_upgrade_gemcutter, Rat Upgrade: Gemcutter
rats:rat_upgrade_enchanter, Rat Upgrade: Enchanter
rats:rat_upgrade_disenchanter, Rat Upgrade: Disenchanter
rats:rat_upgrade_christmas, Rat Upgrade: Festive
rats:rat_upgrade_no_flute, Rat Upgrade: Flute Denier
rats:rat_upgrade_archeologist, Rat Upgrade: Archeologist
rats:rat_upgrade_basic_ratlantean, Rat Upgrade: Basic Ratlantean
rats:rat_upgrade_feral_bite, Rat Upgrade: Feral Bite
rats:rat_upgrade_buccaneer, Rat Upgrade: Buccaneer
rats:rat_upgrade_ratinator, Rat Upgrade: Ratinator
rats:rat_upgrade_psychic, Rat Upgrade: Psychic
rats:rat_upgrade_nonbeliever, §aRat Upgrade: Nonbeliever
rats:rat_upgrade_combined, Rat Upgrade: Combined
rats:rat_upgrade_combined_creative, Rat Upgrade: Combined(Creative)
rats:rat_nugget, Rat §o"Nugget"
rats:rat_nugget_ore, %s§o"Nugget"
rats:block_of_cheese, Block of Cheese
rats:cauldron_milk, Cauldron of Milk
rats:cauldron_cheese, Cauldron of Cheese
rats:rat_hole, Rat Hole
rats:rattrap, Rat Trap
rats:rat_cage, Rat Cage
rats:rat_cage_decorated, Rat Cage
rats:rat_cage_breeding_lantern, tile.rats.rat_cage_breeding_lantern.name
rats:fish_barrel, Barrel of Fish
rats:rat_crafting_table, Rat Crafting Table
rats:auto_curdler, Curdling Station
rats:rat_tube_white, White Rat Tube
rats:rat_tube_orange, Orange Rat Tube
rats:rat_tube_magenta, Magenta Rat Tube
rats:rat_tube_light_blue, Light Blue Rat Tube
rats:rat_tube_yellow, Yellow Rat Tube
rats:rat_tube_lime, Lime Rat Tube
rats:rat_tube_pink, Pink Rat Tube
rats:rat_tube_gray, Gray Rat Tube
rats:rat_tube_silver, Light Gray Rat Tube
rats:rat_tube_cyan, Cyan Rat Tube
rats:rat_tube_purple, Purple Rat Tube
rats:rat_tube_blue, Blue Rat Tube
rats:rat_tube_brown, Brown Rat Tube
rats:rat_tube_green, Green Rat Tube
rats:rat_tube_red, Red Rat Tube
rats:rat_tube_black, Black Rat Tube
rats:garbage_pile, Garbage Pile
rats:ratglove_flower, Ratglove Flower
rats:marbled_cheese_raw, Raw Marbled Cheese
rats:marbled_cheese, Marbled Cheese
rats:marbled_cheese_slab:0, Marbled Cheese Slab
rats:marbled_cheese_slab_double:0, Marbled Cheese Slab
rats:marbled_cheese_stairs, Marbled Cheese Stairs
rats:marbled_cheese_tile, Marbled Cheese Tile
rats:marbled_cheese_chiseled, Chiseled Marbled Cheese
rats:marbled_cheese_pillar, Marbled Cheese Pillar
rats:marbled_cheese_brick, Marbled Cheese Brick
rats:marbled_cheese_brick_slab:0, Marbled Cheese Brick Slab
rats:marbled_cheese_brick_slab_double:0, Marbled Cheese Brick Slab
rats:marbled_cheese_brick_stairs, Marbled Cheese Brick Stairs
rats:marbled_cheese_brick_chiseled, Chiseled Marbled Cheese Brick
rats:marbled_cheese_brick_cracked, Cracked Marbled Cheese Brick
rats:marbled_cheese_brick_mossy, Mossy Marbled Cheese Brick
rats:marbled_cheese_dirt, Marbled Cheese Dirt
rats:marbled_cheese_grass, Marbled Cheese Grass
rats:marbled_cheese_rat_head, Ratlantean Automaton Head
rats:marbled_cheese_golem_core, Ratlantean Automaton Core
rats:ratlantis_portal, Ratlantis Portal
rats:compressed_rat, Block of Ratglove
rats:brain_block, Brain Block
rats:jack_o_ratern, Jack O' Ratern
rats:upgrade_combiner, Rat Upgrade Combiner
rats:upgrade_separator, Rat Upgrade Separator
rats:rat_lantern, Rat Lantern
simplycats:cat_book, Cat Book
simplycats:pet_carrier:3, Pet Carrier (Full)
simplycats:pet_carrier:0, Pet Carrier (Empty)
simplycats:certificate_adopt, Adoption Certificate
simplycats:certificate_release, Release Certificate
simplycats:treat_bag, Treat Bag
simplycats:catnip, Catnip
simplycats:laser_pointer, Laser Pointer
simplycats:sterilization_potion, Sterilization Potion
simplycats:crop_catnip, Catnip Seeds
simplycats:cat_bowl_white, White Cat Bowl
simplycats:litter_box_white, White Litter Box
simplycats:cat_tree_bed_white, White Tree Bed
simplycats:cat_tree_post_white, White Tree Post
simplycats:cat_tree_box_white, White Tree Box
simplycats:cat_bowl_orange, Orange Cat Bowl
simplycats:litter_box_orange, Orange Litter Box
simplycats:cat_tree_bed_orange, Orange Tree Bed
simplycats:cat_tree_post_orange, Orange Tree Post
simplycats:cat_tree_box_orange, Orange Tree Box
simplycats:cat_bowl_magenta, Magenta Cat Bowl
simplycats:litter_box_magenta, Magenta Litter Box
simplycats:cat_tree_bed_magenta, Magenta Tree Bed
simplycats:cat_tree_post_magenta, Magenta Tree Post
simplycats:cat_tree_box_magenta, Magenta Tree Box
simplycats:cat_bowl_light_blue, Light Blue Cat Bowl
simplycats:litter_box_light_blue, Light Blue Litter Box
simplycats:cat_tree_bed_light_blue, Light Blue Tree Bed
simplycats:cat_tree_post_light_blue, Light Blue Tree Post
simplycats:cat_tree_box_light_blue, Light Blue Tree Box
simplycats:cat_bowl_yellow, Yellow Cat Bowl
simplycats:litter_box_yellow, Yellow Litter Box
simplycats:cat_tree_bed_yellow, Yellow Tree Bed
simplycats:cat_tree_post_yellow, Yellow Tree Post
simplycats:cat_tree_box_yellow, Yellow Tree Box
simplycats:cat_bowl_lime, Lime Cat Bowl
simplycats:litter_box_lime, Lime Litter Box
simplycats:cat_tree_bed_lime, Lime Tree Bed
simplycats:cat_tree_post_lime, Lime Tree Post
simplycats:cat_tree_box_lime, Lime Tree Box
simplycats:cat_bowl_pink, Pink Cat Bowl
simplycats:litter_box_pink, Pink Litter Box
simplycats:cat_tree_bed_pink, Pink Tree Bed
simplycats:cat_tree_post_pink, Pink Tree Post
simplycats:cat_tree_box_pink, Pink Tree Box
simplycats:cat_bowl_gray, Gray Cat Bowl
simplycats:litter_box_gray, Gray Litter Box
simplycats:cat_tree_bed_gray, Gray Tree Bed
simplycats:cat_tree_post_gray, Gray Tree Post
simplycats:cat_tree_box_gray, Gray Tree Box
simplycats:cat_bowl_silver, Light Gray Cat Bowl
simplycats:litter_box_silver, Light Gray Litter Box
simplycats:cat_tree_bed_silver, Light Gray Tree Bed
simplycats:cat_tree_post_silver, Light Gray Tree Post
simplycats:cat_tree_box_silver, Light Gray Tree Box
simplycats:cat_bowl_cyan, Cyan Cat Bowl
simplycats:litter_box_cyan, Cyan Litter Box
simplycats:cat_tree_bed_cyan, Cyan Tree Bed
simplycats:cat_tree_post_cyan, Cyan Tree Post
simplycats:cat_tree_box_cyan, Cyan Tree Box
simplycats:cat_bowl_purple, Purple Cat Bowl
simplycats:litter_box_purple, Purple Litter Box
simplycats:cat_tree_bed_purple, Purple Tree Bed
simplycats:cat_tree_post_purple, Purple Tree Post
simplycats:cat_tree_box_purple, Purple Tree Box
simplycats:cat_bowl_blue, Blue Cat Bowl
simplycats:litter_box_blue, Blue Litter Box
simplycats:cat_tree_bed_blue, Blue Tree Bed
simplycats:cat_tree_post_blue, Blue Tree Post
simplycats:cat_tree_box_blue, Blue Tree Box
simplycats:cat_bowl_brown, Brown Cat Bowl
simplycats:litter_box_brown, Brown Litter Box
simplycats:cat_tree_bed_brown, Brown Tree Bed
simplycats:cat_tree_post_brown, Brown Tree Post
simplycats:cat_tree_box_brown, Brown Tree Box
simplycats:cat_bowl_green, Green Cat Bowl
simplycats:litter_box_green, Green Litter Box
simplycats:cat_tree_bed_green, Green Tree Bed
simplycats:cat_tree_post_green, Green Tree Post
simplycats:cat_tree_box_green, Green Tree Box
simplycats:cat_bowl_red, Red Cat Bowl
simplycats:litter_box_red, Red Litter Box
simplycats:cat_tree_bed_red, Red Tree Bed
simplycats:cat_tree_post_red, Red Tree Post
simplycats:cat_tree_box_red, Red Tree Box
simplycats:cat_bowl_black, Black Cat Bowl
simplycats:litter_box_black, Black Litter Box
simplycats:cat_tree_bed_black, Black Tree Bed
simplycats:cat_tree_post_black, Black Tree Post
simplycats:cat_tree_box_black, Black Tree Box
simplycats:scratching_post_oak, Oak Scratching Post
simplycats:window_perch_oak, Oak Window Perch
simplycats:scratching_post_spruce, Spruce Scratching Post
simplycats:window_perch_spruce, Spruce Window Perch
simplycats:scratching_post_birch, Birch Scratching Post
simplycats:window_perch_birch, Birch Window Perch
simplycats:scratching_post_jungle, Jungle Scratching Post
simplycats:window_perch_jungle, Jungle Window Perch
simplycats:scratching_post_acacia, Acacia Scratching Post
simplycats:window_perch_acacia, Acacia Window Perch
simplycats:scratching_post_dark_oak, Dark Oak Scratching Post
simplycats:window_perch_dark_oak, Dark Oak Window Perch
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_tower_wood, Wooden Tower Shield
spartanshields:shield_tower_stone, Stone Tower Shield
spartanshields:shield_tower_iron, Iron Tower Shield
spartanshields:shield_tower_gold, Gold Tower Shield
spartanshields:shield_tower_diamond, Diamond Tower Shield
spartanshields:shield_tower_obsidian, Obsidian Tower Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_tower_bronze, Bronze Tower Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_tower_steel, Steel Tower Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_tower_copper, Copper Tower Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_tower_tin, Tin Tower Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_tower_silver, Silver Tower Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_tower_invar, Invar Tower Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_tower_platinum, Platinum Tower Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_tower_electrum, Electrum Tower Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_tower_nickel, Nickel Tower Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_tower_lead, Lead Tower Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_botania_manasteel, Manasteel Plated Shield
spartanshields:shield_botania_terrasteel, Terrasteel Strengthened Shield
spartanshields:shield_botania_elementium, Elementium Plated Shield
spartanshields:shield_basic_constantan, Constantan Plated Shield
spartanshields:shield_tower_constantan, Constantan Tower Shield
spartanshields:shield_abyssalcraft_darkstone, Darkstone Braced Shield
spartanshields:shield_abyssalcraft_abyssalnite, Abyssalnite Plated Shield
spartanshields:shield_abyssalcraft_coralium, Coralium Plated Shield
spartanshields:shield_abyssalcraft_dreadium, Dreadium Reinforced Shield
spartanshields:shield_abyssalcraft_ethaxium, Ethaxium Strengthened Shield
spartanshields:shield_basic_soulforged_steel, Soulforged Steel Plated Shield
spartanshields:shield_tc_thaumium, Thaumium Plated Shield
spartanshields:shield_tc_void, Void Plated Shield
spartanshields:shield_riot_enderio, Dark Steel Riot Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
spartanweaponry:material:0, Handle
spartanweaponry:material:1, Pole
spartanweaponry:material:2, Explosive Charge
spartanweaponry:dagger_wood, item.spartanweaponry:dagger_wood.name
spartanweaponry:dagger_stone, item.spartanweaponry:dagger_stone.name
spartanweaponry:dagger_iron, item.spartanweaponry:dagger_iron.name
spartanweaponry:dagger_gold, item.spartanweaponry:dagger_gold.name
spartanweaponry:dagger_diamond, item.spartanweaponry:dagger_diamond.name
spartanweaponry:parrying_dagger_wood, item.spartanweaponry:parrying_dagger_wood.name
spartanweaponry:parrying_dagger_stone, item.spartanweaponry:parrying_dagger_stone.name
spartanweaponry:parrying_dagger_iron, item.spartanweaponry:parrying_dagger_iron.name
spartanweaponry:parrying_dagger_gold, item.spartanweaponry:parrying_dagger_gold.name
spartanweaponry:parrying_dagger_diamond, item.spartanweaponry:parrying_dagger_diamond.name
spartanweaponry:longsword_wood, item.spartanweaponry:longsword_wood.name
spartanweaponry:longsword_stone, item.spartanweaponry:longsword_stone.name
spartanweaponry:longsword_iron, item.spartanweaponry:longsword_iron.name
spartanweaponry:longsword_gold, item.spartanweaponry:longsword_gold.name
spartanweaponry:longsword_diamond, item.spartanweaponry:longsword_diamond.name
spartanweaponry:katana_wood, item.spartanweaponry:katana_wood.name
spartanweaponry:katana_stone, item.spartanweaponry:katana_stone.name
spartanweaponry:katana_iron, item.spartanweaponry:katana_iron.name
spartanweaponry:katana_gold, item.spartanweaponry:katana_gold.name
spartanweaponry:katana_diamond, item.spartanweaponry:katana_diamond.name
spartanweaponry:scythe_wood, item.spartanweaponry:scythe_wood.name
spartanweaponry:scythe_stone, item.spartanweaponry:scythe_stone.name
spartanweaponry:scythe_iron, item.spartanweaponry:scythe_iron.name
spartanweaponry:scythe_gold, item.spartanweaponry:scythe_gold.name
spartanweaponry:scythe_diamond, item.spartanweaponry:scythe_diamond.name
spartanweaponry:saber_wood, item.spartanweaponry:saber_wood.name
spartanweaponry:saber_stone, item.spartanweaponry:saber_stone.name
spartanweaponry:saber_iron, item.spartanweaponry:saber_iron.name
spartanweaponry:saber_gold, item.spartanweaponry:saber_gold.name
spartanweaponry:saber_diamond, item.spartanweaponry:saber_diamond.name
spartanweaponry:rapier_wood, item.spartanweaponry:rapier_wood.name
spartanweaponry:rapier_stone, item.spartanweaponry:rapier_stone.name
